X,Y,OBJECTID,Inventory_Date,Species,DBH,Condition,TreeHeight,CrownWidthNS,CrownWidthEW,CollectedBy,Notes,CrownBaseHeight,GlobalID,StaffReview,created_user,created_date,last_edited_user,last_edited_date,UserID,Structural_Value,Carbon_Storage_lb,Carbon_Storage_value,Carbon_Sequestration_lb,Carbon_Sequestration_value,Stormwater_ft,Stormwater_value,Pollution_Removal_value,Pollution_Removal_oz,Total_Annual_Benefits,Family,Genus,Common_name,Genus_species,Functional_type,Size,Native,Edible,Nuisance,Origin,Species_factoid,PropertyID
-13653751.6151862,5705390.89718782,236350,2018/06/26 00:00:00+00,PRSE,11.3,Fair,37,40,35,staff,,13,{FC1D8468-1150-47A8-BFB1-07188F196C40},,jeff.ramsey,2018/06/26 22:55:25+00,PKJOSHUA,2024/08/20 21:52:30+00,21453,1445.49,533.5,34.6,22.1,1.43,44.2,2.96,5.37,11.9,9.76,Rosaceae,Prunus,Japanese flowering cherry,Prunus serrulata,BD,S,No,,,"Asia - northern and central China, Korea and Japan",Remarkable pink spring blossoms.,186
-13653749.0158673,5705385.08666351,236351,2018/06/26 00:00:00+00,PRSE,13.4,Fair,41,35,27,staff,,10,{E82A3782-DD4E-44EB-9C2F-C6854916E622},,jeff.ramsey,2018/06/26 22:57:23+00,PKJOSHUA,2024/08/20 21:52:30+00,21454,1962.15,808.2,52.42,28.1,1.83,34.5,2.31,4.2,9.3,8.33,Rosaceae,Prunus,Japanese flowering cherry,Prunus serrulata,BD,S,No,,,"Asia - northern and central China, Korea and Japan",Remarkable pink spring blossoms.,186
-13653715.0241195,5705396.99669024,236352,2018/06/26 00:00:00+00,QURU,26.6,Fair,83,57,59,staff,,16,{A0438613-BF8A-4628-B478-E0EB0EC74DA2},,jeff.ramsey,2018/06/26 23:04:03+00,PKJOSHUA,2024/08/20 21:52:30+00,21455,9706.87,4010.7,260.15,69.8,4.53,106.7,7.14,12.96,28.7,24.63,Fagaceae,Quercus,northern red oak,Quercus rubra,BD,L,No,,,"North America - eastern Canada and eastern USA from the eastern edge of the Great Plains east to the Atlantic and south to Alabama, Georgia and Arkansas",Acorns take two years to mature and are an important food source for wildlife.,186
-13645413.2739757,5704923.38800021,236736,2018/06/26 00:00:00+00,THPL,28.3,Fair,51,35,32,staff,,5,{146088B1-A71B-4A2F-919B-7AECB2DCC06E},,brydavis,2018/06/26 20:26:21+00,PKJOSHUA,2024/08/20 21:52:30+00,21456,6115.43,1093.7,70.94,15.2,0.99,71.3,4.77,8.66,19.2,14.42,Cupressaceae,Thuja,western redcedar,Thuja plicata,CE,L,Yes,,,"North America - British Columbia, Canada south through Washington, Oregon, northern Idaho and northwest Montana south to northern California; also in the Alaska Panhandle ","The bark is dark brown, papery, and peels off easily in small strips.",268
-13645413.7193423,5704820.00546757,236737,2018/06/26 00:00:00+00,AEHI,41,Fair,65,54,46,staff,,5,{B65CDB1C-4963-468C-B832-876A363FF8FC},,brydavis,2018/06/26 21:23:03+00,PKJOSHUA,2024/08/20 21:52:30+00,148,15848.92,10762.1,698.07,111.7,7.25,126.7,8.47,15.38,34.1,31.09,Sapindaceae,Aesculus,common horsechestnut,Aesculus hippocastanum,BD,L,No,No,Yes ,"Europe - endangered in its native range in SE Europe, including Greece, Bulgaria, Macedonia, and Albania","Inedible nuts are popular for playing ""conkers"" game in the UK.",268
-13645312.4231943,5704843.50122123,236738,2018/06/26 00:00:00+00,PYCA,10.9,Fair,34,30,27,staff,,7,{1F06EB5A-51AC-4B30-A4C3-E99AF0B50584},,brydavis,2018/06/26 21:56:41+00,PKJOSHUA,2024/08/20 21:52:30+00,149,1357.04,412.5,26.76,17.5,1.14,23.3,1.56,2.83,6.3,5.53,Rosaceae,Pyrus,flowering pear,Pyrus calleryana,BD,M,No,,,Asia,Originated in Asia and are popular due to their small size and showy spring flowers.,268
-13653726.8419227,5705386.34940824,236739,2018/06/26 00:00:00+00,PRSE,12.1,Fair,42,36,37,staff,,12,{963C6FD8-61C6-4725-9C03-86B8016314BE},,jeff.ramsey,2018/06/26 22:22:37+00,PKJOSHUA,2024/08/20 21:52:30+00,150,1631.96,630.2,40.88,24.3,1.58,44.7,2.99,5.43,12,9.99,Rosaceae,Prunus,Japanese flowering cherry,Prunus serrulata,BD,S,No,,,"Asia - northern and central China, Korea and Japan",Remarkable pink spring blossoms.,186
-13653732.7462188,5705387.89420757,236740,2018/06/26 00:00:00+00,PRSE,13.3,Fair,29,48,29,staff,,7,{FF5F71B0-EE79-4835-87E3-E106E751800C},,jeff.ramsey,2018/06/26 22:27:28+00,PKJOSHUA,2024/08/20 21:52:30+00,151,1935.56,793.5,51.47,27.8,1.81,52,3.48,6.32,14,11.61,Rosaceae,Prunus,Japanese flowering cherry,Prunus serrulata,BD,S,No,,,"Asia - northern and central China, Korea and Japan",Remarkable pink spring blossoms.,186
-13653741.8278286,5705392.48242091,236741,2018/06/26 00:00:00+00,PRSE,16.5,Fair,43,37,29,staff,,11,{B8489436-8652-467F-9FA3-648B49E27505},,jeff.ramsey,2018/06/26 22:39:12+00,PKJOSHUA,2024/08/20 21:52:30+00,152,2885.41,1341.9,87.04,37.9,2.46,40.1,2.68,4.87,10.8,10,Rosaceae,Prunus,Japanese flowering cherry,Prunus serrulata,BD,S,No,,,"Asia - northern and central China, Korea and Japan",Remarkable pink spring blossoms.,186
-13653751.9107237,5705381.68627284,236742,2018/06/26 00:00:00+00,PRSE,12.4,Fair,37,36,30,staff,,7,{1050A6D7-A930-45E9-BC57-B498045C83B9},,jeff.ramsey,2018/06/26 22:59:11+00,PKJOSHUA,2024/08/20 21:52:30+00,153,1705.17,669,43.39,25.2,1.63,38.7,2.59,4.7,10.4,8.92,Rosaceae,Prunus,Japanese flowering cherry,Prunus serrulata,BD,S,No,,,"Asia - northern and central China, Korea and Japan",Remarkable pink spring blossoms.,186
-13645416.56142,5704913.99367217,237136,2018/06/26 00:00:00+00,PRSE,7.4,Fair,14,17,16,staff,,5,{ABDC979E-B6BB-4BFB-A1DB-2D0A5814FA8E},,brydavis,2018/06/26 20:32:01+00,PKJOSHUA,2024/08/20 21:52:30+00,154,719.05,190.2,12.33,12.1,0.78,15.6,1.04,1.9,4.2,3.73,Rosaceae,Prunus,Japanese flowering cherry,Prunus serrulata,BD,S,No,,,"Asia - northern and central China, Korea and Japan",Remarkable pink spring blossoms.,268
-13651759.6726915,5705091.80749446,237137,2018/06/26 00:00:00+00,LIST,29.7,Fair,99,49,55,staff,,3,{7A0DF580-762B-4F0F-B66B-FFD73E7F0DAF},N,jeff.ramsey,2018/06/26 20:38:38+00,PKJOSHUA,2024/08/20 21:52:30+00,155,11788.57,2783.3,180.54,36,2.34,93.6,6.25,11.36,25.2,19.95,Altingiaceae,Liquidambar,sweetgum,Liquidambar styraciflua,BD,M,No,,,"North America - Guatemala, Mexico and the USA from eastern Texas and Oklahoma across the South to Long Island, New York and west across southern Ohio, Indiana, Illinois and southeast Missouri","Fruits are sticky, spiky, spherical balls about 1"" in diameter nicknamed “gumballs.”",495
-13645413.9199321,5704898.82564618,237138,2018/06/26 00:00:00+00,TSHE,19.8,Fair,50,36,36,staff,,3,{B31C7077-1002-4985-8079-206AF0D9FC4F},,brydavis,2018/06/26 20:53:27+00,PKJOSHUA,2024/08/20 21:52:30+00,156,2972.56,885.7,57.45,18.5,1.2,79.1,5.29,9.61,21.3,16.1,Pinaceae,Tsuga,western hemlock,Tsuga heterophylla,CE,L,Yes,,,,,268
-13653688.7212184,5705418.92816103,237139,2018/06/26 00:00:00+00,THPL,34,Fair,89,34,42,staff,,6,{4FE8D025-D1D5-44BA-8177-DFCB8E753CB7},,jeff.ramsey,2018/06/26 21:11:24+00,PKJOSHUA,2024/08/20 21:52:30+00,157,8590.89,1821.9,118.18,21.8,1.41,93.6,6.26,11.37,25.2,19.03,Cupressaceae,Thuja,western redcedar,Thuja plicata,CE,L,Yes,,,"North America - British Columbia, Canada south through Washington, Oregon, northern Idaho and northwest Montana south to northern California; also in the Alaska Panhandle ","The bark is dark brown, papery, and peels off easily in small strips.",186
-13645415.3738449,5704845.97480885,237140,2018/06/26 00:00:00+00,ACCI,1.3,Fair,6,4,4,staff,,1,{9189181B-CE72-46B4-A1AC-D6FAC3D2AD28},,brydavis,2018/06/26 21:15:28+00,PKJOSHUA,2024/08/20 21:52:30+00,158,30.78,4,0.26,1.3,0.09,0.7,0.05,0.09,0.2,0.22,Sapindaceae,Acer,vine maple,Acer circinatum,BD,S,Yes,,,"North America - Oregon and Washington west of the Cascades, northern California, and British Columbia, Canada",Small deciduous tree with multiple twisting stems that do not reach over 20' tall.,268
-13653710.9534376,5705431.23529219,237141,2018/06/26 00:00:00+00,SEGI,86.9,Good,105,44,53,staff,,22,{8BEC1793-9CB5-491E-B372-E1046C7C2AEB},,jeff.ramsey,2018/06/26 21:17:02+00,PKJOSHUA,2024/08/20 21:52:30+00,159,39662.42,15549.2,1008.58,41.8,2.71,130.7,8.74,15.88,35.2,27.32,Cupressaceae,Sequoiadendron,giant sequoia,Sequoiadendron giganteum,CE,L,No,,,North America - California in the Sierra Nevada,"World's largest tree by volume. Can live over 2,000 years.",186
-13653737.8048977,5705435.23062609,237142,2018/06/26 00:00:00+00,TICO,23.2,Fair,85,59,55,staff,,12,{79969C0A-32D9-4CAB-8ECF-16587707FB75},,jeff.ramsey,2018/06/26 21:22:22+00,PKJOSHUA,2024/08/20 21:52:30+00,160,6828.68,1652,107.15,32,2.08,86.8,5.8,10.54,23.4,18.42,Malvaceae,Tilia,littleleaf linden,Tilia cordata,BD,L,No,,,"Europe - from England east to Russia, Ukraine and Crimea, and south from Scandinavia to northern Spain, Italy, Turkey, and the Caucasus (Georgia, Armenia, Azerbaijan)",The sweet smelling light-yellowflowers are a favorite of bees. They hang in clusters in June.,186
-13653770.5040698,5705424.78401763,237143,2018/06/26 00:00:00+00,THPL,25.5,Fair,89,26,31,staff,,15,{5F3A3588-5F17-4D6C-83C0-5A4CB9FE17BC},,jeff.ramsey,2018/06/26 21:37:18+00,PKJOSHUA,2024/08/20 21:52:30+00,161,4957.44,800.6,51.93,12.5,0.81,49.6,3.31,6.02,13.3,10.14,Cupressaceae,Thuja,western redcedar,Thuja plicata,CE,L,Yes,,,"North America - British Columbia, Canada south through Washington, Oregon, northern Idaho and northwest Montana south to northern California; also in the Alaska Panhandle ","The bark is dark brown, papery, and peels off easily in small strips.",186
-13645288.9151712,5704799.06275777,237144,2018/06/26 00:00:00+00,CECAER,16.4,Fair,30,29,31,staff,,6,{097DA3BB-BF60-4474-ABD8-2A7CFAA3CB3A},,brydavis,2018/06/26 21:46:18+00,PKJOSHUA,2024/08/20 21:52:30+00,179,2852.64,1160.1,75.25,32.4,2.1,34.6,2.31,4.2,9.3,8.62,Fabaceae,Cercis,eastern redbud,Cercis canadensis,BD,S,No,,,North America - eastern USA from southern Wisconsin south to eastern Texas and from Florida north to Pennsylvania and extreme southern Ontario in Canada,"Leaves are heart shaped and green turning yellow in fall. Brown, flat seedpods in fall.",268
-13653711.0366646,5705390.8061792,237145,2018/06/26 00:00:00+00,PRSE,9.1,Fair,50,24,26,staff,,5,{79AC1544-9C25-4C2B-AE12-CCB684B1D152},,jeff.ramsey,2018/06/26 22:13:33+00,PKJOSHUA,2024/08/20 21:52:30+00,180,998.45,314.7,20.42,16.2,1.05,33.3,2.22,4.04,9,7.32,Rosaceae,Prunus,Japanese flowering cherry,Prunus serrulata,BD,S,No,,,"Asia - northern and central China, Korea and Japan",Remarkable pink spring blossoms.,186
-13653733.015112,5705394.12853934,237146,2018/06/26 00:00:00+00,PRSE,14.1,Fair,45,40,34,staff,,12,{E5A5F2FE-33B9-45AA-A2B7-64065446A6CD},,jeff.ramsey,2018/06/26 22:32:04+00,PKJOSHUA,2024/08/20 21:52:30+00,181,2153.9,914.9,59.34,30.3,1.96,48.1,3.21,5.84,12.9,11.01,Rosaceae,Prunus,Japanese flowering cherry,Prunus serrulata,BD,S,No,,,"Asia - northern and central China, Korea and Japan",Remarkable pink spring blossoms.,186
-13653737.7355531,5705387.86315502,237147,2018/06/26 00:00:00+00,PRSE,14.4,Fair,42,41,30,staff,,12,{07EB5E5F-C47F-4ED8-B721-B38C429D849F},,jeff.ramsey,2018/06/26 22:36:20+00,PKJOSHUA,2024/08/20 21:52:30+00,182,2239.06,963.1,62.47,31.2,2.02,44.2,2.96,5.37,11.9,10.35,Rosaceae,Prunus,Japanese flowering cherry,Prunus serrulata,BD,S,No,,,"Asia - northern and central China, Korea and Japan",Remarkable pink spring blossoms.,186
-13651759.582694,5705074.7508207,237536,2018/06/26 00:00:00+00,LIST,24.9,Fair,87,47,57,staff,,6,{E7096CE1-58DB-4220-80DC-690D7C3BAFB4},N,jeff.ramsey,2018/06/26 20:40:31+00,PKJOSHUA,2024/08/20 21:52:30+00,183,8328.96,2045.3,132.67,30.9,2,92.4,6.18,11.23,24.9,19.41,Altingiaceae,Liquidambar,sweetgum,Liquidambar styraciflua,BD,M,No,,,"North America - Guatemala, Mexico and the USA from eastern Texas and Oklahoma across the South to Long Island, New York and west across southern Ohio, Indiana, Illinois and southeast Missouri","Fruits are sticky, spiky, spherical balls about 1"" in diameter nicknamed “gumballs.”",495
-13651759.2469695,5705052.43292512,237537,2018/06/26 00:00:00+00,LIST,25,Fair,82,40,42,staff,,12,{8F0A94F0-0E22-44DD-94EB-9D50CD80DF2B},N,jeff.ramsey,2018/06/26 20:42:57+00,PKJOSHUA,2024/08/20 21:52:30+00,184,8394.83,2059.7,133.6,31,2.01,60.3,4.03,7.32,16.2,13.36,Altingiaceae,Liquidambar,sweetgum,Liquidambar styraciflua,BD,M,No,,,"North America - Guatemala, Mexico and the USA from eastern Texas and Oklahoma across the South to Long Island, New York and west across southern Ohio, Indiana, Illinois and southeast Missouri","Fruits are sticky, spiky, spherical balls about 1"" in diameter nicknamed “gumballs.”",495
-13645417.4202512,5704890.25011685,237538,2018/06/26 00:00:00+00,PRSE,25.8,Fair,19,30,27,staff,,6,{384C3A18-C693-4086-9B4F-B65939EA92A6},,brydavis,2018/06/26 21:00:29+00,PKJOSHUA,2024/08/20 21:52:30+00,185,6803.87,3988.4,258.71,71.8,4.66,32.6,2.18,3.96,8.8,10.8,Rosaceae,Prunus,Japanese flowering cherry,Prunus serrulata,BD,S,No,,,"Asia - northern and central China, Korea and Japan",Remarkable pink spring blossoms.,268
-13645382.0469262,5704806.28156995,237539,2018/06/26 00:00:00+00,ACCI,1.5,Fair,9,4,3,staff,,3,{0DB59F64-9048-48DD-8F61-4B48E636585C},,brydavis,2018/06/26 21:25:58+00,PKJOSHUA,2024/08/20 21:52:30+00,186,36.01,5.6,0.36,1.6,0.1,0.6,0.04,0.07,0.2,0.21,Sapindaceae,Acer,vine maple,Acer circinatum,BD,S,Yes,,,"North America - Oregon and Washington west of the Cascades, northern California, and British Columbia, Canada",Small deciduous tree with multiple twisting stems that do not reach over 20' tall.,268
-13645368.9908185,5704800.6545776,237540,2018/06/26 00:00:00+00,CHOB,10.2,Fair,26,13,15,staff,,4,{39AB0A11-DE13-4F12-9E20-01B80DDEE5CC},,brydavis,2018/06/26 21:29:29+00,PKJOSHUA,2024/08/20 21:52:30+00,187,676.68,213.8,13.87,7.5,0.49,14,0.93,1.7,3.8,3.12,Cupressaceae,Chamaecyparis,Hinoki falsecypress,Chamaecyparis obtusa,CE,L,No,,,Asia - Japan and Taiwan,"Leaves in flat sprays, blunt tipped, with a stomatal band beneath. Globe-shaped, orange-brown cones appear alone on short stalks. They range from 1/3"" to 3/8"" across. Reddish-brown bark sheds in long, narrow, vertical strips.",268
-13653756.9065841,5705441.95444343,237541,2018/06/26 00:00:00+00,QUCO,41.3,Fair,105,104,89,staff,,23,{F0C8BB47-055A-457C-B757-8D82DC055FCB},,jeff.ramsey,2018/06/26 21:30:06+00,PKJOSHUA,2024/08/20 21:52:30+00,188,17225.27,12565.7,815.06,144.5,9.38,202,13.5,24.53,54.3,47.41,Fagaceae,Quercus,scarlet oak,Quercus coccinea,BD,L,No,,,"North America - southern Ontario Canada and eastern USA from New England to Appalachia, west to Indiana with a disjunct population in southern Missouri","Trees seldom exceed 80', but can live over 400 years.",186
-13653757.3035867,5705425.67715933,237542,2018/06/26 00:00:00+00,TSHE,31.3,Fair,104,48,45,staff,,18,{8457B274-E1C9-410E-887F-73B0CA87BEB8},,jeff.ramsey,2018/06/26 21:34:40+00,PKJOSHUA,2024/08/20 21:52:30+00,189,7337.64,2270.2,147.26,32.5,2.11,118.3,7.91,14.37,31.8,24.39,Pinaceae,Tsuga,western hemlock,Tsuga heterophylla,CE,L,Yes,,,,,186
-13653771.0404812,5705394.4585475,237543,2018/06/26 00:00:00+00,THPL,30.5,Fair,92,33,42,staff,,14,{FB8F89BA-4804-41DA-948C-A557877D4261},,jeff.ramsey,2018/06/26 21:50:08+00,PKJOSHUA,2024/08/20 21:52:30+00,190,6957.13,1353.9,87.82,17.6,1.14,84.6,5.66,10.28,22.8,17.08,Cupressaceae,Thuja,western redcedar,Thuja plicata,CE,L,Yes,,,"North America - British Columbia, Canada south through Washington, Oregon, northern Idaho and northwest Montana south to northern California; also in the Alaska Panhandle ","The bark is dark brown, papery, and peels off easily in small strips.",186
-13645237.7510627,5704796.44438585,237544,2018/06/26 00:00:00+00,CHOB,12.9,Fair,30,25,19,staff,,6,{7BA1A731-E171-4053-9A7B-4327976F9331},,brydavis,2018/06/26 22:02:55+00,PKJOSHUA,2024/08/20 21:52:30+00,191,1098.03,386.5,25.07,10.2,0.66,32.6,2.18,3.96,8.8,6.81,Cupressaceae,Chamaecyparis,Hinoki falsecypress,Chamaecyparis obtusa,CE,L,No,,,Asia - Japan and Taiwan,"Leaves in flat sprays, blunt tipped, with a stomatal band beneath. Globe-shaped, orange-brown cones appear alone on short stalks. They range from 1/3"" to 3/8"" across. Reddish-brown bark sheds in long, narrow, vertical strips.",268
-13653718.6353557,5705385.64360765,237545,2018/06/26 00:00:00+00,PRSE,10.6,Fair,40,38,27,staff,,10,{B27DA702-A54F-4D88-AAEC-451ADB50C239},,jeff.ramsey,2018/06/26 22:17:34+00,PKJOSHUA,2024/08/20 21:52:30+00,192,1292.79,456.5,29.61,20.2,1.31,41.6,2.78,5.05,11.2,9.13,Rosaceae,Prunus,Japanese flowering cherry,Prunus serrulata,BD,S,No,,,"Asia - northern and central China, Korea and Japan",Remarkable pink spring blossoms.,186
-13653726.6604455,5705392.36935494,237546,2018/06/26 00:00:00+00,PRSE,11.4,Fair,42,35,30,staff,,11,{82FA7CE7-1B82-45F9-9930-DCE464FD8FEB},,jeff.ramsey,2018/06/26 22:22:25+00,PKJOSHUA,2024/08/20 21:52:30+00,162,1468.1,545,35.35,22.4,1.45,42.1,2.82,5.12,11.3,9.39,Rosaceae,Prunus,Japanese flowering cherry,Prunus serrulata,BD,S,No,,,"Asia - northern and central China, Korea and Japan",Remarkable pink spring blossoms.,186
-13653756.9838893,5705388.7684584,237547,2018/06/26 00:00:00+00,PRSE,10.3,Fair,42,32,29,staff,,9,{F3065C30-3639-4A5F-9405-A564161ABC58},,jeff.ramsey,2018/06/26 22:59:00+00,PKJOSHUA,2024/08/20 21:52:30+00,163,1230.34,425.6,27.61,19.3,1.25,39.8,2.66,4.84,10.7,8.75,Rosaceae,Prunus,Japanese flowering cherry,Prunus serrulata,BD,S,No,,,"Asia - northern and central China, Korea and Japan",Remarkable pink spring blossoms.,186
-13661378.7580836,5696383.94232608,237936,2018/06/27 00:00:00+00,PYCA,16.5,Fair,45,30,32,staff,,6,{BF5736F7-0001-47B2-8248-671E9F802B12},,jeff.ramsey,2018/06/27 17:37:16+00,PKJOSHUA,2024/08/20 21:52:30+00,164,2885.41,1129.8,73.28,31.7,2.05,30.5,2.04,3.7,8.2,7.79,Rosaceae,Pyrus,flowering pear,Pyrus calleryana,BD,M,No,,,Asia,Originated in Asia and are popular due to their small size and showy spring flowers.,136
-13661304.9977916,5696637.01996969,237937,2018/06/27 00:00:00+00,CADE,11.7,Fair,21,20,17,staff,,1,{6A5B6F92-21C7-4B49-B06B-347EEC859431},,jeff.ramsey,2018/06/27 17:52:15+00,PKJOSHUA,2024/08/20 21:52:30+00,165,898.6,287.7,18.66,9,0.58,27.4,1.83,3.33,7.4,5.74,Pinaceae,Calocedrus,incense cedar,Calocedrus decurrens,CE,L,Yes,,,"North America - Oregon south into California and northern Baja California, Mexico",Reddish-brown bark is fibrous on older trees. Needles are in flat sprays. Cones are oblong.,136
-13661309.7239644,5696637.54862203,237938,2018/06/27 00:00:00+00,CADE,10.6,Fair,19,18,12,staff,,0,{61BDF474-63ED-47B0-8427-72A371F2D4C5},,jeff.ramsey,2018/06/27 17:56:13+00,PKJOSHUA,2024/08/20 21:52:30+00,166,732.88,225.4,14.62,7.9,0.51,19.1,1.28,2.32,5.1,4.11,Pinaceae,Calocedrus,incense cedar,Calocedrus decurrens,CE,L,Yes,,,"North America - Oregon south into California and northern Baja California, Mexico",Reddish-brown bark is fibrous on older trees. Needles are in flat sprays. Cones are oblong.,136
-13661316.6824201,5696638.57871243,237939,2018/06/27 00:00:00+00,CADE,8.6,Fair,20,16,14,staff,,0,{464D1E2D-9D9A-4E9A-AA1D-4838E0EFAD67},,jeff.ramsey,2018/06/27 17:59:49+00,PKJOSHUA,2024/08/20 21:52:30+00,167,473.46,146.7,9.52,6,0.39,16.4,1.1,1.99,4.4,3.48,Pinaceae,Calocedrus,incense cedar,Calocedrus decurrens,CE,L,Yes,,,"North America - Oregon south into California and northern Baja California, Mexico",Reddish-brown bark is fibrous on older trees. Needles are in flat sprays. Cones are oblong.,136
-13661323.8822006,5696638.30113096,237940,2018/06/27 00:00:00+00,CADE,6.1,Fair,16,12,10,staff,,2,{0B2610E7-19C9-456E-99A4-C84EB87EFF6A},,jeff.ramsey,2018/06/27 18:02:20+00,PKJOSHUA,2024/08/20 21:52:30+00,168,225.19,66.9,4.34,3.9,0.25,7.3,0.49,0.89,2,1.63,Pinaceae,Calocedrus,incense cedar,Calocedrus decurrens,CE,L,Yes,,,"North America - Oregon south into California and northern Baja California, Mexico",Reddish-brown bark is fibrous on older trees. Needles are in flat sprays. Cones are oblong.,136
-13661454.5024667,5696786.87959629,237941,2018/06/27 00:00:00+00,ACCI,1.5,Fair,6,7,4,staff,,0,{981DF274-C91F-4B49-BDD7-FB547E4AE09B},,lizzie.sords,2018/06/27 18:03:40+00,PKJOSHUA,2024/08/20 21:52:30+00,169,36.01,5.6,0.36,1.6,0.1,1.2,0.08,0.15,0.3,0.34,Sapindaceae,Acer,vine maple,Acer circinatum,BD,S,Yes,,,"North America - Oregon and Washington west of the Cascades, northern California, and British Columbia, Canada",Small deciduous tree with multiple twisting stems that do not reach over 20' tall.,136
-13661343.3960124,5696639.37396005,237942,2018/06/27 00:00:00+00,CADE,17.4,Fair,28,21,17,staff,,1,{DBB0970F-F789-430E-AD9E-568E5377BC8F},,jeff.ramsey,2018/06/27 18:12:24+00,PKJOSHUA,2024/08/20 21:52:30+00,170,2019.18,670.1,43.47,15.1,0.98,38.2,2.55,4.64,10.3,8.17,Pinaceae,Calocedrus,incense cedar,Calocedrus decurrens,CE,L,Yes,,,"North America - Oregon south into California and northern Baja California, Mexico",Reddish-brown bark is fibrous on older trees. Needles are in flat sprays. Cones are oblong.,136
-13661420.2248447,5696777.90583869,237943,2018/06/27 00:00:00+00,ACCI,5.9,Fair,20,15,13,staff,,1,{D2D25498-E3F8-4334-A8DF-FA8BC4CA50CC},,lizzie.sords,2018/06/27 18:14:27+00,PKJOSHUA,2024/08/20 21:52:30+00,171,487.85,121.3,7.87,8.6,0.56,11.5,0.77,1.4,3.1,2.72,Sapindaceae,Acer,vine maple,Acer circinatum,BD,S,Yes,,,"North America - Oregon and Washington west of the Cascades, northern California, and British Columbia, Canada",Small deciduous tree with multiple twisting stems that do not reach over 20' tall.,136
-13661336.1481636,5696783.2440539,237944,2018/06/27 00:00:00+00,ACCI,2.7,Fair,12,11,15,staff,,1,{26B1A90C-49CB-46B0-A99B-1FBF30B6193F},,lizzie.sords,2018/06/27 20:14:40+00,PKJOSHUA,2024/08/20 21:52:30+00,172,116.67,20.9,1.35,3.3,0.21,7.9,0.53,0.96,2.1,1.7,Sapindaceae,Acer,vine maple,Acer circinatum,BD,S,Yes,,,"North America - Oregon and Washington west of the Cascades, northern California, and British Columbia, Canada",Small deciduous tree with multiple twisting stems that do not reach over 20' tall.,136
